filename,label,label_name,synthetic_quality_defect
No_DR/No_DR_0000.png,0,No_DR,none
No_DR/No_DR_0001.png,0,No_DR,none
No_DR/No_DR_0002.png,0,No_DR,none
No_DR/No_DR_0003.png,0,No_DR,none
No_DR/No_DR_0004.png,0,No_DR,none
No_DR/No_DR_0005.png,0,No_DR,none
No_DR/No_DR_0006.png,0,No_DR,none
No_DR/No_DR_0007.png,0,No_DR,none
No_DR/No_DR_0008.png,0,No_DR,none
No_DR/No_DR_0009.png,0,No_DR,none
No_DR/No_DR_0010.png,0,No_DR,none
No_DR/No_DR_0011.png,0,No_DR,none
No_DR/No_DR_0012.png,0,No_DR,none
No_DR/No_DR_0013.png,0,No_DR,none
No_DR/No_DR_0014.png,0,No_DR,none
No_DR/No_DR_0015.png,0,No_DR,none
No_DR/No_DR_0016.png,0,No_DR,none
No_DR/No_DR_0017.png,0,No_DR,none
No_DR/No_DR_0018.png,0,No_DR,none
No_DR/No_DR_0019.png,0,No_DR,none
No_DR/No_DR_0020.png,0,No_DR,none
No_DR/No_DR_0021.png,0,No_DR,bright
No_DR/No_DR_0022.png,0,No_DR,none
No_DR/No_DR_0023.png,0,No_DR,none
No_DR/No_DR_0024.png,0,No_DR,none
No_DR/No_DR_0025.png,0,No_DR,none
No_DR/No_DR_0026.png,0,No_DR,none
No_DR/No_DR_0027.png,0,No_DR,none
No_DR/No_DR_0028.png,0,No_DR,none
No_DR/No_DR_0029.png,0,No_DR,none
No_DR/No_DR_0030.png,0,No_DR,none
No_DR/No_DR_0031.png,0,No_DR,none
No_DR/No_DR_0032.png,0,No_DR,none
No_DR/No_DR_0033.png,0,No_DR,none
No_DR/No_DR_0034.png,0,No_DR,none
No_DR/No_DR_0035.png,0,No_DR,none
No_DR/No_DR_0036.png,0,No_DR,none
No_DR/No_DR_0037.png,0,No_DR,none
No_DR/No_DR_0038.png,0,No_DR,none
No_DR/No_DR_0039.png,0,No_DR,dark
No_DR/No_DR_0040.png,0,No_DR,none
No_DR/No_DR_0041.png,0,No_DR,none
No_DR/No_DR_0042.png,0,No_DR,none
No_DR/No_DR_0043.png,0,No_DR,none
No_DR/No_DR_0044.png,0,No_DR,dark
No_DR/No_DR_0045.png,0,No_DR,none
No_DR/No_DR_0046.png,0,No_DR,none
No_DR/No_DR_0047.png,0,No_DR,none
No_DR/No_DR_0048.png,0,No_DR,none
No_DR/No_DR_0049.png,0,No_DR,none
No_DR/No_DR_0050.png,0,No_DR,none
No_DR/No_DR_0051.png,0,No_DR,none
No_DR/No_DR_0052.png,0,No_DR,none
No_DR/No_DR_0053.png,0,No_DR,dark
No_DR/No_DR_0054.png,0,No_DR,none
No_DR/No_DR_0055.png,0,No_DR,none
No_DR/No_DR_0056.png,0,No_DR,none
No_DR/No_DR_0057.png,0,No_DR,none
No_DR/No_DR_0058.png,0,No_DR,none
No_DR/No_DR_0059.png,0,No_DR,none
No_DR/No_DR_0060.png,0,No_DR,none
No_DR/No_DR_0061.png,0,No_DR,none
No_DR/No_DR_0062.png,0,No_DR,none
No_DR/No_DR_0063.png,0,No_DR,none
No_DR/No_DR_0064.png,0,No_DR,none
No_DR/No_DR_0065.png,0,No_DR,none
No_DR/No_DR_0066.png,0,No_DR,none
No_DR/No_DR_0067.png,0,No_DR,none
No_DR/No_DR_0068.png,0,No_DR,bright
No_DR/No_DR_0069.png,0,No_DR,none
No_DR/No_DR_0070.png,0,No_DR,none
No_DR/No_DR_0071.png,0,No_DR,none
No_DR/No_DR_0072.png,0,No_DR,none
No_DR/No_DR_0073.png,0,No_DR,none
No_DR/No_DR_0074.png,0,No_DR,none
No_DR/No_DR_0075.png,0,No_DR,none
No_DR/No_DR_0076.png,0,No_DR,none
No_DR/No_DR_0077.png,0,No_DR,none
No_DR/No_DR_0078.png,0,No_DR,none
No_DR/No_DR_0079.png,0,No_DR,bright
Mild/Mild_0000.png,1,Mild,none
Mild/Mild_0001.png,1,Mild,none
Mild/Mild_0002.png,1,Mild,none
Mild/Mild_0003.png,1,Mild,none
Mild/Mild_0004.png,1,Mild,none
Mild/Mild_0005.png,1,Mild,none
Mild/Mild_0006.png,1,Mild,none
Mild/Mild_0007.png,1,Mild,none
Mild/Mild_0008.png,1,Mild,none
Mild/Mild_0009.png,1,Mild,none
Mild/Mild_0010.png,1,Mild,none
Mild/Mild_0011.png,1,Mild,none
Mild/Mild_0012.png,1,Mild,none
Mild/Mild_0013.png,1,Mild,none
Mild/Mild_0014.png,1,Mild,none
Mild/Mild_0015.png,1,Mild,none
Mild/Mild_0016.png,1,Mild,none
Mild/Mild_0017.png,1,Mild,dark
Mild/Mild_0018.png,1,Mild,none
Mild/Mild_0019.png,1,Mild,none
Mild/Mild_0020.png,1,Mild,none
Mild/Mild_0021.png,1,Mild,none
Mild/Mild_0022.png,1,Mild,none
Mild/Mild_0023.png,1,Mild,none
Mild/Mild_0024.png,1,Mild,none
Mild/Mild_0025.png,1,Mild,none
Mild/Mild_0026.png,1,Mild,none
Mild/Mild_0027.png,1,Mild,none
Mild/Mild_0028.png,1,Mild,none
Mild/Mild_0029.png,1,Mild,none
Mild/Mild_0030.png,1,Mild,none
Mild/Mild_0031.png,1,Mild,none
Mild/Mild_0032.png,1,Mild,none
Mild/Mild_0033.png,1,Mild,bright
Mild/Mild_0034.png,1,Mild,none
Mild/Mild_0035.png,1,Mild,none
Mild/Mild_0036.png,1,Mild,none
Mild/Mild_0037.png,1,Mild,none
Mild/Mild_0038.png,1,Mild,none
Mild/Mild_0039.png,1,Mild,none
